city,country,jams_count,jams_delay,jams_length,traffic_index_live,traffic_index_week_before,update_time_live,update_time_week_before
Vienna,Austria,0,0,0,0,0,1652662890000,1652058090000
Vienna,Austria,0,0,0,0,0,1652666490000,1652061690000
Vienna,Austria,0,0,0,0,0,1652670090000,1652065290001
Vigo,Spain,0,0,0,0,0,1652652090000,1652047290001
Vigo,Spain,0,0,0,0,0,1652655690000,1652050890000
Vigo,Spain,0,0,0,0,0,1652659290001,1652054490000
Vigo,Spain,0,0,0,0,0,1652662890000,1652058090000
Wollongong,Australia,0,0,0,10,10,1652691690000,1652086890000
Wollongong,Australia,0,0,0,6,7,1652695290000,1652090490000
Wollongong,Australia,0,0,0,4,5,1652698890000,1652094090001
Valladolid,Spain,0,0,0,0,0,1652648490000,1652043690000
Valladolid,Spain,0,0,0,0,0,1652652090000,1652047290001
Valladolid,Spain,0,0,0,0,0,1652655690000,1652050890000
Valladolid,Spain,0,0,0,0,0,1652659290001,1652054490000
Verona,Italy,0,0,0,0,11,1652655690000,1652050890001
Verona,Italy,0,0,0,0,0,1652659290000,1652054490000
Verona,Italy,0,0,0,0,0,1652662890001,1652058090000
Verona,Italy,0,0,0,0,0,1652666490000,1652061690000
Virginia Beach,United States of America,4,23,6.3,8,5,1652655660000,1652050860000
Virginia Beach,United States of America,2,26.2,6.6,8,5,1652659260000,1652056260001
Virginia Beach,United States of America,3,10.5,2.8,6,4,1652662860000,1652058060000
Winnipeg,Canada,0,0,0,2,3,1652673690000,1652068890000
Winnipeg,Canada,0,0,0,0,0,1652677290000,1652072490001
Winnipeg,Canada,1,2.2,0.3,0,0,1652680890000,1652076090001
Wellington,New Zealand,1,3.2,0.3,17,16,1652667390000,1652064390001
Wellington,New Zealand,2,6.2,1.8,26,21,1652672790000,1652067990000
Wellington,New Zealand,5,15.4,6.4,28,26,1652676390000,1652071590000
Worcester,United States of America,4,14.3,3.1,3,2,1652697960001,1652093160000
Worcester,United States of America,9,41.4,9.9,22,13,1652701548684,1652096757410
Worcester,United States of America,20,60.4,14.3,24,16,1652702419530,1652097638379
Worcester,United States of America,6,19.5,1.7,17,15,1652706071936,1652101278723
Washington,United States of America,5,11.3,2,4,6,1652670090000,1652065290000
Washington,United States of America,3,4.9,0.9,1,3,1652673690001,1652068890000
Washington,United States of America,3,15.9,3.4,0,0,1652677290000,1652072490000
Belfast,United Kingdom,118,480,94.1,55,58,1652859920701,1652255122023
Belfast,United Kingdom,120,474.5,85,62,65,1652860843108,1652256028445
Belfast,United Kingdom,9,24.4,3.4,29,32,1652864460000,1652259660000
Wiesbaden,Germany,28,134.2,15.8,76,80,1652684452269,1652079646336
Wiesbaden,Germany,11,36,5,46,49,1652688050726,1652083252704
Wiesbaden,Germany,6,18.8,2.5,35,36,1652694340057,1652086859163
Wiesbaden,Germany,8,20.1,3.1,35,36,1652697038573,1652090474471
Warsaw,Poland,172,647.1,119,57,75,1652683590001,1652078790000
Warsaw,Poland,112,415.7,86,54,75,1652684490001,1652079690001
Warsaw,Poland,31,94.2,22.2,29,43,1652688090000,1652083290001
Wroclaw,Poland,141,672.5,78.9,79,85,1652711460000,1652106690001
Wroclaw,Poland,104,471.7,60,73,75,1652713290000,1652108490000
Wroclaw,Poland,48,195.9,33.6,50,48,1652716890000,1652112090000
Zurich,Switzerland,15,47.2,10,31,30,1652720490000,1652115690000
Zurich,Switzerland,0,0,0,13,13,1652724090000,1652119290000
Zaragoza,Spain,6,18.3,2.4,20,19,1652720490001,1652115690000
Zaragoza,Spain,1,3.1,0.2,15,15,1652724090000,1652119290000
Zaragoza,Spain,0,0,0,10,11,1652727690000,1652122890000
Yekaterinburg,Russia,216,1177.7,134.9,75,9,1652707860001,1652103090001
Yekaterinburg,Russia,132,630.8,81.5,66,11,1652709660000,1652106690001
Yekaterinburg,Russia,27,106.5,14.3,28,11,1652713290000,1652108490000
Samara,Russia,0,0,0,0,51,1652731290000,1652127360001
Samara,Russia,3,10.3,1.5,0,18,1652734890001,1652130090000
Samara,Russia,1,7.4,0.6,0,0,1652738490000,1652133690000
Wuppertal,Germany,59,365.1,49.6,60,31,1652708729273,1652103924081
Wuppertal,Germany,56,417.9,61.4,79,41,1652712328036,1652107557444
Wuppertal,Germany,56,456.1,59,81,40,1652713229649,1652108466242
Bengaluru,India,1,2.5,0.1,0,0,1652733090000,1652128290000
Bengaluru,India,0,0,0,0,0,1652736690001,1652131890000
Bengaluru,India,0,0,0,0,0,1652740290000,1652135490000
Kassel,Germany,0,0,0,2,0,1652749290000,1652144490000
Kassel,Germany,0,0,0,2,3,1652752890001,1652150790000
Kassel,Germany,0,0,0,5,4,1652759160000,1652154360001
Berlin,Germany,153,551.7,96.3,45,59,1652942760144,1652337926768
Berlin,Germany,152,521.7,88.9,45,60,1652943644789,1652338850610
Berlin,Germany,101,360.8,59.9,40,47,1652947262467,1652342454646
Berlin,Germany,78,269.8,42.9,38,36,1652950850180,1652346056227
Tomsk,Russia,50,212.1,33.1,66,19,1652752890000,1652150790000
Tomsk,Russia,11,43.1,7.2,38,20,1652756490000,1652154390000
Tomsk,Russia,8,23.1,3.5,32,23,1652760090000,1652157990000
Tomsk,Russia,6,18.9,2.7,33,23,1652765460000,1652159790001
Bielefeld,Germany,18,55.2,10.2,39,37,1652796964226,1652193948261
Bielefeld,Germany,12,37.5,6.4,39,38,1652799640191,1652194823832
Bielefeld,Germany,1,4.3,0.5,30,30,1652803275112,1652198431710
Bielefeld,Germany,1,1.3,0,19,19,1652806873316,1652202049773
Manila,Philippines,384,1794.2,300.7,92,85,1652746560000,1652140860000
Manila,Philippines,366,1731.2,279.6,90,73,1652749260000,1652144460000
Manila,Philippines,407,1813.4,316.2,85,60,1652752860000,1652148060000
Manila,Philippines,416,2004.1,325,83,57,1652756460000,1652151660001
Chelyabinsk,Russia,50,195.9,30.4,46,11,1652759190000,1652154390000
Chelyabinsk,Russia,40,150.6,25.2,44,12,1652760090000,1652157990000
Chelyabinsk,Russia,19,68.8,10.7,29,12,1652763690000,1652158890000
Kazan,Russia,1,1.2,0.2,0,0,1652752890000,1652148090000
Kazan,Russia,7,90.1,10.7,4,0,1652759190000,1652151690000
Kazan,Russia,107,462.8,79.1,39,1,1652762760000,1652157990000
Omsk,Russia,0,0,0,0,0,1652742090000,1652137290000
Omsk,Russia,2,6.8,1,9,2,1652748390001,1652143590000
Omsk,Russia,39,148.3,28.8,37,10,1652751990000,1652147190001
Bialystok,Poland,25,85.2,16.5,48,49,1652940090001,1652335290001
Bialystok,Poland,2,5.8,0.7,29,30,1652943690000,1652338890000
Bialystok,Poland,2,6.5,1.2,26,27,1652947290000,1652342490000
Kharkiv,Ukraine,1,2,0.5,3,0,1652768190001,1652162460001
Kharkiv,Ukraine,2,11,1.3,6,0,1652773590000,1652166060000
Kharkiv,Ukraine,3,8,1.5,5,0,1652774460000,1652169690000
Dnipro,Ukraine,6,21.5,5.8,25,23,1652767290000,1652162460001
Dnipro,Ukraine,6,23.4,3.7,26,25,1652770860000,1652166990000
Dnipro,Ukraine,4,18,2.2,26,26,1652775360000,1652172390000
Pune,India,29,99.8,11.1,32,33,1652769090000,1652164290000
Pune,India,35,112.6,10.2,31,30,1652772690000,1652167890000
Pune,India,22,81.6,5.9,25,24,1652776290000,1652171490000
Aachen,Germany,5,13.1,2.9,34,35,1652795103586,1652190342546
Aachen,Germany,15,54.2,9.4,43,43,1652798740095,1652193948261
Aachen,Germany,13,53.6,10.2,45,44,1652799640191,1652194823832
Jerusalem,Israel,22,76.8,10.7,22,24,1652806890000,1652202090000
Jerusalem,Israel,9,38.8,5.5,13,14,1652810490000,1652205690000
Jerusalem,Israel,4,19.7,2.5,9,4,1652814090000,1652209290000
Odessa,Ukraine,4,11.8,2.3,17,15,1652771790000,1652168790000
Odessa,Ukraine,4,15.3,2,19,19,1652776290000,1652172390000
Bielsko-Biala,Poland,21,67.3,9.8,39,37,1652969790000,1652365890000
Bielsko-Biala,Poland,2,5.6,1.2,31,25,1652972490000,1652367690001
Bielsko-Biala,Poland,0,0,0,16,14,1652976090000,1652371290001
Barcelona,Spain,110,430.1,109.2,52,51,1652856360000,1652251560001
Barcelona,Spain,113,416.1,98.5,54,52,1652857260000,1652252460000
Barcelona,Spain,39,177.6,48.3,40,38,1652860890000,1652256090000
Bari,Italy,0,0,0,0,0,1652842890000,1652238090001
Bari,Italy,0,0,0,0,0,1652846490000,1652241690000
Bari,Italy,8,24.5,6,16,13,1652852760000,1652247960000
A Coruna,Spain,2,5.9,1.6,16,19,1653039960000,1652435190000
A Coruna,Spain,1,3.1,0.7,18,20,1653042660000,1652436990000
A Coruna,Spain,1,2.2,0.7,18,23,1653046260000,1652442360001
Basel,Switzerland,2,6.3,0.2,21,24,1652860890000,1652256090001
Basel,Switzerland,2,4.7,0.8,22,22,1652867190001,1652259690000
Basel,Switzerland,0,0,0,25,25,1652868990000,1652264190000
Baton Rouge,United States of America,0,0,0,0,0,1652857290000,1652252490000
Baton Rouge,United States of America,0,0,0,0,0,1652860890000,1652256090001
Baton Rouge,United States of America,0,0,0,0,0,1652864490001,1652259690000
Baton Rouge,United States of America,0,0,0,0,0,1652868090000,1652263290001
Bern,Switzerland,4,14.7,9.2,13,13,1652935590000,1652330790000
Bern,Switzerland,24,76.8,21.6,48,43,1652939190000,1652334390000
Bern,Switzerland,19,66.5,16.7,58,50,1652940090000,1652335290000
Bern,Switzerland,5,23.6,2.3,34,36,1652943690000,1652338890001
Belo Horizonte,Brazil,75,256,30.8,31,29,1652891460001,1652287560000
Belo Horizonte,Brazil,60,180.3,28.9,32,29,1652893260001,1652288478112
Belo Horizonte,Brazil,36,95.2,16.8,26,23,1652896860000,1652292075124
Belo Horizonte,Brazil,92,313.6,55.9,35,29,1652903160001,1652298374913
Bilbao,Spain,6,13.3,4.3,15,17,1652887860000,1652283960000
Bilbao,Spain,13,33,9.4,19,23,1652891460000,1652287560000
Bilbao,Spain,14,36.4,7,19,22,1652893290000,1652288490001
Bilbao,Spain,3,12.3,0.7,12,11,1652896890000,1652292090000
Bergen,Norway,0,0,0,8,19,1652799660000,1652194860001
Bergen,Norway,0,0,0,7,7,1652803290000,1652198490000
Bergen,Norway,0,0,0,7,6,1652806890000,1652202090000
Rostov-on-Don,Russia,136,638.9,99.2,63,16,1652766360000,1652160690001
Rostov-on-Don,Russia,111,530.1,83.1,63,17,1652767260000,1652164290000
Rostov-on-Don,Russia,48,191.7,37,46,20,1652770860000,1652168790000
Rostov-on-Don,Russia,64,192.8,34.8,41,20,1652777160001,1652170590000
Zwolle,Netherlands,0,0,0,5,8,1652727690000,1652122890000
Zwolle,Netherlands,0,0,0,4,6,1652731290000,1652126490001
Zwolle,Netherlands,0,0,0,3,4,1652734890000,1652130090000
Vitoria-Gasteiz,Spain,0,0,0,0,0,1652670090000,1652065290001
Vitoria-Gasteiz,Spain,0,0,0,0,0,1652673690001,1652068890000
Vitoria-Gasteiz,Spain,2,2,1.4,6,5,1652679990000,1652075160000
Winston-Salem,United States of America,0,0,0,0,0,1652688090001,1652083290000
Winston-Salem,United States of America,0,0,0,0,0,1652691690001,1652086890001
Winston-Salem,United States of America,0,0,0,0,0,1652695290000,1652090490000
Valencia,Spain,6,29.9,8.6,14,9,1652637660000,1652032890000
Valencia,Spain,0,0,0,10,7,1652641290000,1652036490000
Valencia,Spain,2,5.9,1.2,9,5,1652644890000,1652040090000
Valencia,Spain,0,0,0,5,3,1652648490000,1652043690000
Turin,Italy,0,0,0,8,9,1652641290000,1652036490000
Turin,Italy,0,0,0,5,7,1652644890001,1652040090001
Turin,Italy,1,4.2,0.9,4,3,1652648490000,1652043690000
Turin,Italy,0,0,0,1,2,1652652090000,1652047290000
Vancouver,Canada,33,139,25.8,34,40,1652652060000,1652049990001
Vancouver,Canada,29,87.4,16.1,30,40,1652658390001,1652050890000
Vancouver,Canada,29,81.2,21.9,30,35,1652659290001,1652054490000
Tulsa,United States of America,4,10.1,1.1,11,13,1652637652796,1652032857925
Tulsa,United States of America,7,20.9,3,10,10,1652641270314,1652036471865
Tulsa,United States of America,1,1,0.5,8,8,1652644860000,1652040060000
Utrecht,Netherlands,1,3,0.3,2,1,1652648490001,1652043690001
Utrecht,Netherlands,0,0,0,0,0,1652652090000,1652047290000
Utrecht,Netherlands,0,0,0,0,0,1652655690000,1652050890000
Utrecht,Netherlands,0,0,0,0,0,1652659290001,1652054490000
Uppsala,Sweden,0,0,0,0,0,1652648490001,1652043690000
Uppsala,Sweden,0,0,0,0,0,1652652090001,1652047290001
Uppsala,Sweden,0,0,0,0,0,1652655690000,1652050890000
Turku,Finland,1,3.8,0.7,7,7,1652637690001,1652032860000
Turku,Finland,1,2.3,0.1,4,2,1652641290000,1652036490001
Vilnius,Lithuania,3,6.3,1.3,15,14,1652672790001,1652067990001
Vilnius,Lithuania,85,336,63.1,49,53,1652676390001,1652071590000
Vilnius,Lithuania,97,346.9,58.7,60,68,1652677290000,1652072490001
Vienna,Austria,26,99.7,30.6,20,20,1652676390001,1652071590001
Vienna,Austria,89,344.5,71.7,42,38,1652679990000,1652075160000
Vienna,Austria,109,419.7,78,52,47,1652681790000,1652077860000
Vigo,Spain,0,0,0,0,0,1652666490000,1652061690000
Vigo,Spain,0,0,0,0,0,1652670090000,1652065290001
Vigo,Spain,0,0,0,0,0,1652673690001,1652068890000
Wollongong,Australia,0,0,0,1,5,1652702490001,1652097690001
Wollongong,Australia,0,0,0,0,3,1652706090000,1652103990000
Wollongong,Australia,0,0,0,3,3,1652710590000,1652107590000
Valladolid,Spain,0,0,0,0,0,1652662890000,1652058090000
Valladolid,Spain,0,0,0,0,0,1652666490000,1652061690000
Valladolid,Spain,0,0,0,0,0,1652670090000,1652065290001
Valladolid,Spain,0,0,0,0,0,1652673690001,1652068890000
Verona,Italy,0,0,0,0,0,1652670090000,1652065290000
Verona,Italy,1,4,0.4,0,0,1652673690001,1652068890000
Verona,Italy,36,131.4,28.6,30,31,1652679960001,1652075160001
Virginia Beach,United States of America,2,8.5,2.3,4,2,1652666490001,1652061690001
Virginia Beach,United States of America,3,7.5,1.8,2,0,1652670090000,1652065290000
Virginia Beach,United States of America,1,2.2,1.8,1,0,1652675490000,1652068890000
Winnipeg,Canada,0,0,0,0,0,1652684490000,1652079690000
Winnipeg,Canada,0,0,0,0,0,1652688090000,1652083290000
Winnipeg,Canada,0,0,0,0,0,1652691690000,1652086890000
Wellington,New Zealand,9,33.5,9.9,44,36,1652679990000,1652074290000
Wellington,New Zealand,5,22.4,4.6,39,31,1652680890000,1652076090001
Wellington,New Zealand,0,0,0,17,19,1652684490000,1652079690000
Worcester,United States of America,2,6.3,0.4,10,10,1652709660000,1652104860001
Worcester,United States of America,2,3.8,0.3,12,12,1652715960000,1652111160000
Worcester,United States of America,0,0,0,14,18,1652718654274,1652114760001
Washington,United States of America,3,2.7,4.1,0,0,1652680890000,1652076090001
Washington,United States of America,1,1.1,3.4,0,0,1652684490000,1652079690001
Washington,United States of America,2,2.7,3.1,0,0,1652688090000,1652083290000
Belfast,United Kingdom,15,48.8,8.4,28,26,1652870760000,1652264160000
Belfast,United Kingdom,14,46.9,11.2,31,32,1652873460000,1652269560000
Belfast,United Kingdom,20,68.6,13.6,33,34,1652876160000,1652270460000
Wiesbaden,Germany,15,60.1,6.9,48,36,1652701540744,1652096770165
Wiesbaden,Germany,14,51.2,6.3,47,41,1652702477177,1652100335844
Wiesbaden,Germany,25,89.3,11.9,54,59,1652708729273,1652103924081
Warsaw,Poland,23,62.6,21,25,32,1652691690001,1652086890000
Warsaw,Poland,27,77,19.1,26,31,1652695290000,1652093190001
Warsaw,Poland,36,89.1,28,27,32,1652700690001,1652094090000
Wroclaw,Poland,15,57.6,12.4,35,38,1652720490000,1652115690000
Wroclaw,Poland,10,24.1,3.1,25,27,1652724090001,1652119290000
Wroclaw,Poland,0,0,0,18,18,1652727690000,1652122890001
Zurich,Switzerland,2,8.3,2.7,11,8,1652729490000,1652122890000
Zurich,Switzerland,3,9.8,7.1,12,6,1652731290000,1652126490001
Zurich,Switzerland,2,9.9,6,8,4,1652736690000,1652130090000
Zurich,Switzerland,1,1.7,0.1,6,1,1652738490000,1652133690000
Zaragoza,Spain,0,0,0,6,5,1652731290001,1652126490000
Zaragoza,Spain,0,0,0,1,0,1652734890001,1652130090000
Yekaterinburg,Russia,3,21.2,2.5,13,17,1652716890000,1652114790000
Yekaterinburg,Russia,2,4.1,0.2,5,20,1652720490000,1652115690000
Yekaterinburg,Russia,0,0,0,0,35,1652724090000,1652121090000
Samara,Russia,1,7.4,0.4,0,0,1652742090000,1652137290000
Samara,Russia,2,15.6,0.6,0,0,1652745690000,1652140890000
Samara,Russia,0,0,0,0,0,1652749290000,1652144490000
Wuppertal,Germany,20,124.4,15.7,56,32,1652716857065,1652112037199
Wuppertal,Germany,3,3.9,1.1,18,15,1652720439729,1652115666638
Wuppertal,Germany,1,2.5,0.5,9,8,1652724060000,1652119263236
Bengaluru,India,2,5,1.9,0,0,1652743890001,1652139090000
Bengaluru,India,3,8.2,1,0,0,1652747490000,1652142690001
Bengaluru,India,7,17.9,2.5,4,4,1652753790000,1652148990000
Kassel,Germany,0,0,0,11,11,1652762757639,1652157962716
Kassel,Germany,20,84.2,12.5,37,36,1652766356760,1652161549392
Kassel,Germany,15,64.9,8.3,49,48,1652768151528,1652163337894
Berlin,Germany,77,271.4,35.1,35,34,1652954437153,1652349671715
Berlin,Germany,102,400.8,65.8,38,36,1652960771420,1652355942340
Berlin,Germany,194,768.2,125.4,46,44,1652964347690,1652359561988
Tomsk,Russia,7,18.2,2.9,34,22,1652769060001,1652162490000
Tomsk,Russia,11,38,5.4,32,23,1652770860000,1652168790000
Tomsk,Russia,6,18.9,2,30,23,1652774460001,1652171460001
Bielefeld,Germany,1,3.1,2.2,14,13,1652812271330,1652205660000
Bielefeld,Germany,1,2.8,1.8,12,8,1652814060000,1652209260000
Bielefeld,Germany,1,0.7,1.4,8,8,1652817660000,1652212860000
Bielefeld,Germany,0,0,0,7,8,1652821260001,1652217390000
Manila,Philippines,323,1416.9,242.2,74,50,1652760060001,1652155260000
Manila,Philippines,307,1216.3,218.8,65,48,1652766360000,1652161560001
Manila,Philippines,383,1692.6,295.2,76,56,1652769960000,1652165160000
Chelyabinsk,Russia,13,52.3,8,26,13,1652767260000,1652165190001
Kazan,Russia,78,373.4,65.6,49,3,1652766360000,1652160690001
Kazan,Russia,71,329.7,54.5,48,5,1652767260000,1652165190001
Kazan,Russia,36,152,24.2,33,7,1652770860000,1652168790000
Omsk,Russia,69,254.7,43.1,48,13,1652755590000,1652150790000
Omsk,Russia,40,167.6,24.9,48,15,1652756490000,1652154390000
Omsk,Russia,25,81,14.3,33,16,1652760090000,1652157990000
Bialystok,Poland,0,0,0,24,28,1652951790000,1652346090000
Bialystok,Poland,0,0,0,25,28,1652955390000,1652349690000
Bialystok,Poland,0,0,0,26,27,1652958090001,1652354190000
Bialystok,Poland,7,26.5,4.7,31,35,1652964390000,1652358690000
Kharkiv,Ukraine,2,8.9,1.6,5,0,1652778960000,1652173260000
Kharkiv,Ukraine,2,8.7,1.3,6,0,1652781690000,1652176860000
Kharkiv,Ukraine,1,5.6,0.9,2,0,1652787090000,1652180460000
Kharkiv,Ukraine,1,3.2,0.5,2,0,1652788860000,1652184060000
Dnipro,Ukraine,5,18.7,2.2,27,35,1652778090001,1652175990001
Dnipro,Ukraine,7,20.6,2.9,27,34,1652783460000,1652176860000
Dnipro,Ukraine,2,5.6,0.3,26,30,1652785260000,1652182290000
Pune,India,10,27.5,2.7,20,20,1652779890001,1652175090000
Pune,India,17,75.3,6.7,23,25,1652786190000,1652181390000
Pune,India,30,102.3,12.2,31,35,1652789790000,1652184990000
Pune,India,77,263.4,25.7,45,49,1652793390000,1652188590001
Aachen,Germany,8,25.3,4.1,36,34,1652803275112,1652198431710
Aachen,Germany,3,9.3,1,22,21,1652806873316,1652202049773
Aachen,Germany,0,0,0,15,13,1652810472025,1652205660000
Aachen,Germany,0,0,0,9,10,1652814060000,1652209260000
Jerusalem,Israel,4,12.1,0.7,0,1,1652817690000,1652212890001
Jerusalem,Israel,2,18.1,0.6,0,0,1652821290000,1652216490000
Jerusalem,Israel,0,0,0,0,0,1652824890000,1652220090000
Jerusalem,Israel,1,0.9,0.5,0,0,1652828490000,1652223690000
Odessa,Ukraine,8,26.5,3.5,20,17,1652779860000,1652173260000
Odessa,Ukraine,8,18.2,3.5,19,18,1652783460000,1652176860000
Odessa,Ukraine,8,20,3.8,20,18,1652785260000,1652180460000
Bielsko-Biala,Poland,1,1.7,0.1,10,11,1652979690001,1652374890000
Bielsko-Biala,Poland,0,0,0,8,8,1652983290000,1652378490000
Bielsko-Biala,Poland,0,0,0,6,7,1652988690000,1652382090001
Barcelona,Spain,23,90.9,13.3,23,26,1652864490000,1652259690000
Barcelona,Spain,29,114.9,18.2,22,27,1652870790000,1652265090000
Barcelona,Spain,17,73.6,14.7,22,25,1652871690001,1652266890000
Bari,Italy,32,119.3,21.6,44,36,1652856360001,1652250660000
Bari,Italy,27,115.1,19.5,43,35,1652857260001,1652252460000
Bari,Italy,7,21.5,3.3,28,23,1652860890000,1652256090000
A Coruna,Spain,12,47.7,9,27,26,1653049860000,1652445060000
A Coruna,Spain,17,61.5,10.1,33,24,1653054360001,1652446860000
A Coruna,Spain,16,56.6,6.9,36,22,1653055260000,1652450460000
Basel,Switzerland,3,7.5,1,22,24,1652874390000,1652269590001
Basel,Switzerland,2,5.7,0.8,25,32,1652875290000,1652273190000
Basel,Switzerland,6,13.7,4.7,25,62,1652881590001,1652276790000
Basel,Switzerland,34,110.4,35.1,53,87,1652885190000,1652280390001
Baton Rouge,United States of America,2,1.7,2.3,4,5,1652874360000,1652269572100
Baton Rouge,United States of America,26,80.9,34.2,24,28,1652877964297,1652273139414
Baton Rouge,United States of America,32,93.4,33.7,29,35,1652878852264,1652274075523
Bern,Switzerland,0,0,0,24,25,1652947290000,1652342490001
Bern,Switzerland,2,6.9,0.9,24,24,1652953590000,1652348790000
Bern,Switzerland,1,4.6,0.5,25,36,1652954490000,1652351490000
Belo Horizonte,Brazil,313,1181.1,181.6,58,53,1652906777171,1652301957085
Belo Horizonte,Brazil,354,1443.3,198.6,71,62,1652909467065,1652304662271
Belo Horizonte,Brazil,199,792.6,124.1,61,50,1652911261371,1652306452076
Bilbao,Spain,1,2.8,0.2,5,5,1652900490000,1652295690001
Bilbao,Spain,0,0,0,2,2,1652904090001,1652299290000
Bilbao,Spain,4,9.5,4.5,1,0,1652908590001,1652302890000
Bergen,Norway,1,6.3,0.5,7,4,1652810490001,1652205690000
Bergen,Norway,0,0,0,6,3,1652814990000,1652209290000
Bergen,Norway,1,2.1,0.2,7,10,1652820390001,1652215590001
Rostov-on-Don,Russia,65,247.3,37.5,42,20,1652778960000,1652173290000
Rostov-on-Don,Russia,60,234.8,32.4,41,20,1652781660000,1652176890000
Rostov-on-Don,Russia,54,222.7,30,41,20,1652785260000,1652180460000
Zwolle,Netherlands,0,0,0,0,0,1652738490000,1652133690000
Zwolle,Netherlands,0,0,0,0,0,1652742090000,1652137290000
Zwolle,Netherlands,0,0,0,0,0,1652745690001,1652140890001
Vitoria-Gasteiz,Spain,2,9.4,1.6,18,15,1652683590001,1652076960000
Vitoria-Gasteiz,Spain,4,11.3,1.9,23,21,1652685390000,1652079660001
Vitoria-Gasteiz,Spain,1,0.4,0.4,16,13,1652688090000,1652083290000
Winston-Salem,United States of America,16,51.5,11.9,9,8,1652701563236,1652096754403
Valencia,Spain,0,0,0,1,0,1652652090000,1652047290001
Turin,Italy,0,0,0,0,0,1652655690000,1652050890001
Turin,Italy,0,0,0,0,0,1652659290000,1652054490000
Turin,Italy,0,0,0,0,0,1652662890001,1652058090000
Vancouver,Canada,9,24.9,5.7,22,29,1652662890000,1652058090001
Vancouver,Canada,7,32.6,4.1,19,20,1652666490001,1652061690001
Vancouver,Canada,3,14.8,0.5,11,15,1652670090000,1652065290001
Tulsa,United States of America,5,10.2,1.9,7,8,1652648460000,1652043660000
Tulsa,United States of America,1,0.6,0.3,7,7,1652652060000,1652047260000
Tulsa,United States of America,1,2.3,0.7,6,6,1652655660000,1652050860001
Utrecht,Netherlands,0,0,0,0,0,1652662890000,1652058090001
Utrecht,Netherlands,0,0,0,0,0,1652666490000,1652061690000
Utrecht,Netherlands,0,0,0,0,0,1652670090000,1652065290000
Uppsala,Sweden,0,0,0,0,0,1652659290001,1652054490000
Uppsala,Sweden,0,0,0,0,0,1652662890001,1652058090000
Uppsala,Sweden,0,0,0,0,0,1652666490000,1652061690001
Turku,Finland,0,0,0,0,1,1652644890000,1652040090000
Turku,Finland,0,0,0,0,0,1652648490001,1652043690000
Turku,Finland,0,0,0,0,0,1652652090001,1652047290001
Turku,Finland,0,0,0,0,0,1652655690000,1652050890000
Vilnius,Lithuania,34,102.9,14.5,42,55,1652680890001,1652076090000
Vilnius,Lithuania,6,17.4,1.1,24,28,1652684490001,1652079690001
Vilnius,Lithuania,3,32.5,1.7,23,22,1652688090000,1652083290001
Vienna,Austria,72,271.2,56,48,42,1652684490000,1652079660001
Vienna,Austria,22,69.1,14.5,32,28,1652688090000,1652083290000
Vienna,Austria,19,57.1,6.9,26,25,1652691690000,1652089590001
Vigo,Spain,0,0,0,0,0,1652677290000,1652072490000
Vigo,Spain,0,0,0,6,15,1652683590001,1652078760000
Vigo,Spain,3,10.6,0.9,10,21,1652685360000,1652079660001
Wollongong,Australia,0,0,0,2,6,1652715990001,1652108490001
Wollongong,Australia,0,0,0,1,8,1652716890000,1652113890001
Wollongong,Australia,0,0,0,1,10,1652720490000,1652115690001
Valladolid,Spain,4,4.9,2,3,3,1652679990000,1652075160000
Valladolid,Spain,7,15.2,3.9,17,19,1652682660001,1652076960000
Valladolid,Spain,9,32.6,3.8,20,20,1652685360000,1652080560000
Verona,Italy,55,196.1,37.9,51,53,1652682660001,1652077860000
Verona,Italy,33,122.3,21.6,43,43,1652684490000,1652079660000
Verona,Italy,2,5.3,0.9,21,21,1652688090000,1652083290000
Virginia Beach,United States of America,1,2.7,0.1,0,0,1652677290000,1652072490000
Virginia Beach,United States of America,0,0,0,0,0,1652680890000,1652076090001
Virginia Beach,United States of America,1,0.4,0.3,0,0,1652684490000,1652079690001
Winnipeg,Canada,0,0,0,0,0,1652695290001,1652090490001
Winnipeg,Canada,0,0,0,0,0,1652698890001,1652094090001
Winnipeg,Canada,5,15.8,3.5,12,12,1652705190000,1652100390001
Wellington,New Zealand,1,1.8,1.6,10,9,1652688090001,1652083290000
Wellington,New Zealand,0,0,0,7,5,1652691690001,1652086890000
Wellington,New Zealand,2,4.7,1.4,4,4,1652695290000,1652090490001
Worcester,United States of America,3,5.1,3.3,15,18,1652723169512,1652115660000
Worcester,United States of America,15,55.1,6,22,21,1652726758335,1652121955331
Worcester,United States of America,12,44.8,8.5,23,23,1652728540539,1652122853735
Washington,United States of America,1,0.6,2.6,0,0,1652691690001,1652086890000
Washington,United States of America,28,83.6,60.7,5,7,1652697990001,1652093160000
Washington,United States of America,146,489.2,200.5,21,26,1652701560000,1652096760001
Belfast,United Kingdom,30,88.9,15.4,37,34,1652881565330,1652276760000
Belfast,United Kingdom,46,179.5,26.3,45,46,1652885143677,1652280368242
Belfast,United Kingdom,48,191.7,31.6,45,49,1652887846259,1652283938246
Wiesbaden,Germany,18,71,8,56,65,1652709666744,1652104835774
Wiesbaden,Germany,28,97.7,13.6,63,65,1652715938069,1652108466242
Wiesbaden,Germany,9,33.9,5.2,58,55,1652716857065,1652112037199
Wiesbaden,Germany,1,1.8,0.5,27,31,1652720439729,1652115666638
Warsaw,Poland,64,194.5,44.4,33,35,1652705190000,1652100390000
